책장명,도서분류,책제목,작가,출판사,상세내용
6번 책장,만화,난 엄마 넌 아빠 18,황미리,꽃님,"2011년 새해, 황미리가 드리는 아주 특별한 선물철부지 아빠, 엄마의 좌충우돌 육아일기우리 엄마아빠는 언제쯤 철이 들까요?평범한 여고생 배선남.딱 한번 철없는 가족에게서벗어나고..."
6번 책장,만화,H2O 7,황숙지,서울문화사,대여점이지만 낙장/파장없으며상태 좋으며 싸게 보냅니다.사진참고하세요~[섬지역 이외엔 박스량에 따른 추가배송료는 받지않습니다.4만원 이상 구매시 택배비 무료]
6번 책장,만화,녹턴 10,박은아,대원씨아이,박은아의 『녹턴』 제10권. 범이와의 일이 있은 후 더 자상해진 도욱에게 유리는 입을 맞추며 사랑한다고 고백한다. 자신은 유리의 아버지가 될 생각까지 했다며 유리에게 선을 긋는 도욱...
6번 책장,만화,환상게임 현무개전. 9,와타세 유우,서울문화사,신수를 소환한 무녀는 산제물이 된다는 운명을 알게 된 유녀. 그는 타키코에게 원래의 세계로 돌아가라며 이별을 고한다. 마음에 상처를 입고 일본으로 돌아온 타키코는 모든 것을 잊기 위해...
6번 책장,만화,키스미 프린세스 9,김세영,현대지능개발사,대여점용 /최저가도전!!!코믹스 . 순정 . 판타지 . 무협 . 일반소설 . 로맨스 .인터넷소설 .DVD. 비디오등 중고서적 의 모든것~
6번 책장,만화,나비. 20,김연주,대원씨아이,"김연주 만화 『나비』제20권. 류상 일행을 잡아 수 나라로 데려가려던최설은 연오대군의 함선이 자신의 배를 공격하자,가지고 있던 무기로 대항한다.한편 소류는 성휘연에 의해 최설의 배..."
6번 책장,만화,오오쿠. 14,요시나가 후미,서울문화사,"Fumi Yoshinaga의 『오오쿠』 제14권. 개국, 존왕양이…. 더욱 거세지는 변혁의 바람! 타네아츠의 보살핌 속에 안정을 찾아가는 쇼군 이에사다. 그러나 그녀가 처한 상황은 악화 일로를..."
6번 책장,만화,다정다감. 18,박은아,대원씨아이,"<다·다> 제 18권 시간이 흘러, 우리들은 반짝이던 추억들을 돌이켜 본다... 베이지-나만 변하지 못한 채... '그 시간'에 머물러 있을까봐 두려워... 무도경-옛날엔 싫은 건 그냥 싫은 거..."
6번 책장,만화,콩깍지1-5(완),이상은,대원씨아이,대여점용 / 두권 호치키스상태
6번 책장,만화,사랑해 BABY 7,마키 요코,서울문화사,대여점용 상태양호책은 매일 업데이트 되오니 많은 이용 부탁드립니다.우체국 택배 이용시 추가요금 있습니다. 반드시 연락주세요.제주/도서지역 추가요금 있습니다 .40권 이상주문시 배송료...
6번 책장,만화,프린세스. 31,한승원,대원씨아이,엄마.. 이곳은 따뜻했어..? 난.. 참 추운 곳에 있었어... 그곳은 아직도.. 많이 추워... ..따뜻해지면... ..꼭 모셔갈께요... 라미라를 향해.. 그리고.. 시작되는 새로운 만남...
7번 책장,만화,공주님을 찾습니다 10,한유랑,삼양출판사(만화),"흥신소 운영 10년차, 월세에 절절매는 나백수. 10억 프로젝트, 공주님 찾기에 뛰어들다!! 돈을 위해서라면 뭐든지 한다!! 머니머니 해도 MONEY가 최고라는 그녀, 서잔디.삼촌 나백수를 도와..."
7번 책장,만화,포옹 2,Maria,대원씨아이,대여점용 / 원하시면 실사진 올려드립니다문의전화 010-4343-0252 02-6084-0252 입니다책 상태는 깨끗합니다 도서 산간지역 제주도 추가 요금있습니다 택배는 로젠택배를 쓰고 있습니다...
7번 책장,만화,쉿! 1-7 완결,김용선,현대지능개발사,
7번 책장,만화,세상아 덤벼라! 16,황미리,꽃님,"약한 모습으로 당하지만은 않겠다!! 세상아, 덤벼라!! 부잣집 자제들만 다닐 수 있는 고등학교에 다니게 된 가난한 효이!! 늘 당당하고 강한 효이지만 정신지체를 앓고 있는 남동생 효재를..."
7번 책장,만화,이상한 펜션 10,한유랑,삼양출판사(만화),"어느 외딴섬, 펜션의 주인이 된 리리!! 부자가 될 수 있다는 생각에 가슴이 두근두근 거리지만, 그 두근거림도 잠시!! 펜션 안에서 시체가 발견되고, 리리는 유령을 볼 수 있는 눈이 뜨는데..."
7번 책장,만화,저스트 프렌드 4(완결),황미나,세주문화,대여점책으로 스티커나 라벨이 붙어 있을수 있습니다제주도 산간 섬지역 군부대는 별도 택배비 추가 꼭 전화주세요택배는 50000원 이상 주문시 라면박스 하나만 무료 택배 입니다그 이상의...
7번 책장,만화,도깨비 왕국으로 간다 12,한유랑,꽃님,"때로는 달콤한, 때로는 아픈 사랑 이야기를 흥미롭게 그려낸 순정만화다. 저자 한유랑식 사랑이야기가 펼쳐진다."
7번 책장,만화,DVD 8 (땀과 비누와 디디의 이야기),천계영,서울문화사,안녕하세요. 피망001입니다. 대여점용으로 보통 양호한 상태입니다. 이외에도 다양한 책이 있사오니 많은 관심바랍니다. 문의는 010-9457-7655로 해 주세요. 만족할 수 있도록 최선을...
7번 책장,만화,눈부시도록. 12,윤지운,대원씨아이,"귀국한 유채를 만난 희안은 석린에 대한 자신의 마음을 확인하게 되고, 자연스럽게 석린과 희안은 다시 사귀게 된다. 한편, 시현이 아는 사람의 소개로 선을 볼 거라는 애기를 들은 하륜은..."
7번 책장,만화,백귀야행. 24,이마 이치코,시공사,이마 이치코 만화 『백귀야행』제24권. 영능력이 있지만 할아버지만큼 능숙하게 쓰지 못하는 리쓰. 뒤얽힌 과거의 인연을 쫓아 이이지마가(家)를 찾아온 요마의 저주에서 가족을 간신히 지켜...
7번 책장,만화,히싱 6,강은영,서울문화사,** 대여점에서 사용한 중고도서 입니다** 중고책특성상 표지가 약간 낡고 까질수 있으며 까진부분은 테이프로 래핑탈장을 방지위해서 호치키스 밖혀 있을수 있습니다** 판매자의 다른물품...
7번 책장,만화,내 남자친구 이야기. 7,Ai Yazawa,서울문화사,
7번 책장,만화,스노우 드롭 12,최경아,대원씨아이,** 대여점에서 사용한 중고도서 입니다** 중고책특성상 표지가 약간 낡고 까질수 있으며 까진부분은 테이프로 래핑탈장을 방지위해서 호치키스 밖혀 있을수 있습니다** 판매자의 다른물품...
7번 책장,만화,뷰티허니. 3,Tomo Matsumoto,서울문화사,[표지글] 코히나타 니코는 최악의 남자운을 자랑하는 가족들 사이에서 자란 고2 여학생이다. 니코는 연애따윈 하지 않으리라 다짐했지만 아픈 실연을 경험한 담당 헤어디자이너인 카오루와...
7번 책장,만화,피버. 4,박희정,서울문화사,상태양호/대여점용==책상태 중급 이상인 책도 모두 중급표시합니다. 최근작일수록 더 깨끗합니다.==
7번 책장,만화,[만화] 우리는 아직...!,이지,대원,
7번 책장,만화,어느 특별했던 하루,한혜연,시공사,
7번 책장,만화,사랑이 없어도 먹고 살 수 있습니다,요시나가 후미,서울문화사,제본상태불량 / 대여점용 / 책중간이 제본이 찢어지긴 했지만 낙장은 없습니다.5-5
7번 책장,만화,시부야 마루야마거리(벚꽃),오카자키 마리,대원씨아이,유키에의 사랑의 대상은 바로 선생님! 계속 맹렬히 도전해왔지만 선생님은 그저 얼버무리고 넘길 분이다. 졸업을 눈 앞에 둔 유키에는 초조해져서? 마루야마 거리를 무대로 그려진 옴니버스...
7번 책장,만화,오늘도 무사히 2,유진수,서울문화사,"『오늘도 무사히』시리즈 제2권. 본 작품은 외계인과 인간의 동거라는 기가막힌 설정 아래 펼쳐지는 이야기다. 세라와 점차 한 가족처럼 느껴지는 현우, 승현, 승민의 생활이 따뜻하게..."
7번 책장,만화,불꽃의 로맨스 3,KIMIKO UEHARA,시공사,개인소장용 수준이라보시면 됩니다...개인 소장하던 만화인데.2번 겉표지 하단부에 약간의 물기 젖음이 있어서 새책수준으로 적지는 않습니다..대여점 용이 아니기 때문에 이전부터 봐온...
7번 책장,만화,폐쇄자,유시진,서울문화사 펴냄,독특한 세계관으로 많은 마니아들을 거느리고 있는 유시진의 향기를 담뿍 느낄 수 있는 작품. 고등학생 이명은 자상한 아버지와 함께 살고 있다. 그러던 어느 날 자신을 키퍼KEEPER 라...
7번 책장,만화,쿨핫 6,유시진,코믹스투데이,"상태상급으로깨끗합니다/비닐포장상태♥♥♥22차분 환타지,무협,로맨스소설.만화 2만여권 입고!!동일한 제품, 다양한 가격의상품을 보유하고있습니다. ""푸른소책방"" 방문해주세요!! 판매자..."
7번 책장,만화,MASCA 12 (완결),김영희,서울문화사,대여점용 책으로 스티커부착제주도 섬 산간지역 군부대 별도 택배비 부과(전화요망)5만원이상 주문시 무료택배문의 010-6366-8060 /(197 번)
7번 책장,만화,COMIC 9,하시현,시공사,"▶ 1, 4, 5권 책표지 모서리 상, 하단 낡거나 약간 찢겨 있습니다. ▶ 3권 책 밑면에 숫자 써있습니다.▶ 3, 7권 스테이플러(철침) 찍혀 있습니다.▶ 전권 책표지보호비닐(아스테이지) 싸여..."
7번 책장,만화,애인 발견 7,이상은,대원씨아이,
7번 책장,만화,LET 다이 14,원수연,서울문화사,
7번 책장,만화,암컷 늑대의 BOY 17,한유랑,꽃님,"엉뚱, 발랄, 완전 상콤상콤하~~!!! 암컷늑대가 우리를 찾아온다- 이 자식-!! 남자야? 여자야? 남자라 하기엔 너무 곱상하고 여자라 하기엔 완전 퍼펙트하잖아!!! 연예인 빰치는 얼굴과 끝이..."
7번 책장,만화,미운오리 백조되기 13,,꽃님,"이제 미운 오리의 대 반격이 시작된다! 완전 뚱뚱-!!! 키도 작고 못난 그녀-!! 그놈의 샤랄라~~ 마법 한 방에 공주로 변신하다??!! 왕따, 찌질하게 미움만 받던 미운 오리, 그녀 다윈 더..."
7번 책장,만화,내숭 9단 프로젝트 8,한유랑,꽃님,『내숭 9단 프로젝트. 8』. 얼굴만 예쁘다고 여자냐~ 마음이 예뻐야 여자지~♬ 흘러간 유행가 가사가 정다움(은채)의 뒤통수를 후려친다. 그래! 얼굴만 예뻐졌다고 해서 모든 것이 해결...
7번 책장,만화,크레이지걸 신비아 이계로 가다!! 19,황미리,꽃님,"지지리 궁상, 돈만 밝히고 예쁜 외모에 관심이 없는 단순무식 맞짱 소녀, 신비아. 환상의 세계로빠져들다?! 엉뚱하게 빠져든 그곳에서 그녀는 신녀가 되고... 그녀의 운명속으로 세 명의..."
8번 책장,만화,고양이 주인님을 길들이다 12,한유랑,꽃님,까칠한 강재영 빌라에 들어온 고양이 한 마리 “내 방과 서재는 접근금지. 있던 물건은 늘 제자리에. 지저분한 거 시끄러운 거 딱 질색이야. 규칙은 지켜줘!”“흥이다! >∨< 기죽으면 지는...
8번 책장,만화,러버보이 13,한유랑,꽃님,“이 지구상에 결코 상종 못 할 종족이 있다면 그건 바로 꽃미남이란 종족”
8번 책장,만화,나만의 공주님 10,황미리,꽃님,"『나만의 공주님』제 10권 완결편! 어느 날 갑자기 온누리에게 찾아온 꽃미남 전학생, 이선우. 얼굴 한 번 보지 못한 아빠가 보냈다는 것도 놀랠 노자지만, 약혼자 후보 중 하나라니!! 거기..."
8번 책장,만화,비터 스위트 러브. 10 (완결편),한유랑,삼양출판사,아버지를 아버지라 부르지 못하고 오빠를 오빠라 부르지 못하는 천덕꾸러기가 되어 버린 미소천사 최미소 하지만 외로워도 슬퍼도 12세 이후로 나는 울지 않았다. 왜냐하면 우진 오빠가...
8번 책장,만화,단 하나뿐인 걸 16,황미리,꽃님,황미리 순정만화 『단 하나 뿐인 걸』 제16권. 보호자겸 과학자인 우재하에게 고백했다가 단칼에 거절당하고 기숙사로 들어갔건만 하필이면 학교에서 제일가는 사고뭉치 박유아가 룸메이트다...
8번 책장,만화,문제아 건드리고 살아남기 16,한유랑,꽃님,사랑에 상처받아도 그 사랑에 다시 도전한다!! 거래로 시작된 그들의 사랑이야기!! 과연 그 거래의 승리자는 누가 될 것인가? 사랑을 믿지 않는 지완과 사랑에 미련할 정도로 헌신적인...
8번 책장,만화,장군의 딸 도단지 14,한유랑,꽃님,"나, 도단지. 아빠의 복수를 위해 건달의 왕이 되기로 했다. 현재 전적 89전 89승 무패. 교내에 떴다 하면 홍해의 기적처럼 사람들이 갈라지고, 교외에 떴다 하면 조폭 스카우터들로 100..."
8번 책장,만화,불량 신데렐라. 10(완결편),황미리,삼양출판사,"황미리 순정만화 『불량 신데렐라』 제10권. 성격불량, 표정불량, 불량덩어리 황태자 차공명과 쌈짱 포스작렬의 시니컬 여왕 이난희. 공포의 커플선언으로 학교 떠들썩하다. 사고 안치고..."
8번 책장,만화,100일 사랑 13,황미리,꽃님,"나를 버린 니가 밉다. 나에게서 너를 모두 가져가... 너무 사랑했기에 버릴 수도 없는 그,지완!! 너를 사랑해 나에겐 니가 전부야. 사랑 안에서 죽어간 그러나 그 사랑을 버릴 수밖에 없었던..."
8번 책장,만화,금지된 키스 10,한유랑,삼양출판사(만화),그 누구에게도 말하지 않았던 우리 둘만의 작은 비밀 하나 우리 둘만의 아름다운 비밀 하나 우리둘만의 아름다운 사랑 하나 그대도 나와 같기를 그대도 나를 꿈꾸기를 꿈에서 깨더라도 우리...
8번 책장,만화,오랫동안,타테노 토오코,현대지능개발사,** 대여점에서 사용한 중고도서 입니다** 중고책특성상 표지가 약간 낡고 까질수 있으며 까진부분은 테이프로 래핑탈장을 방지위해서 호치키스 밖혀 있을수 있습니다** 판매자의 다른물품...
